transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,transaction_type,location,device_type,upi_channel,hour_of_day,day_of_week,risk_label,historical_avg_amount,amount_deviation,hour,day_of_week_num,day,month,is_weekend,is_night,sender_avg_amount,sender_transaction_count,amount_vs_sender_avg,sender_unique_receivers,is_high_amount,iqr_outlier
TXN000862,2026-09-18 14:35:42,USER0573,MERCHANT0286,39.82,Travel,Bill Payment,Delhi,ios,Google Pay,3,Friday,1,39.82,0.0,14,4,18,9,0,0,39.82,1,1.0,1,0,0
TXN000011,2026-09-18 14:35:42,USER0693,MERCHANT0428,114.04,Grocery,Bill Payment,Delhi,Web,Google Pay,19,Friday,0,114.04,0.0,14,4,18,9,0,0,114.04,1,1.0,1,0,0
TXN000270,2026-09-18 14:35:42,USER0785,MERCHANT0246,206.59,Shopping,P2P,Hyderanbad,Web,Paytm,11,Wednesday,0,309.18,-102.59,14,4,18,9,0,0,206.59,1,1.0,1,0,0
TXN000196,2026-09-18 14:35:42,USER0012,MERCHANT0355,266.48,Grocery,P2P,Delhi,Web,Paytm,3,Thursday,1,266.48,0.0,14,4,18,9,0,0,266.48,1,1.0,1,0,0
TXN000788,2026-09-18 14:35:42,USER0983,MERCHANT0326,286.91,Healthcare,P2M,Hyderanbad,Web,PhonePe,19,Friday,0,286.91,0.0,14,4,18,9,0,0,286.91,1,1.0,1,0,0
TXN000122,2026-09-18 14:35:42,USER0705,MERCHANT0495,73.01,Grocery,Recharge,Mumbai,ios,Google Pay,19,Thursday,0,69.71,3.3,14,4,18,9,0,0,73.01,1,1.0,1,0,0
TXN000973,2026-09-18 14:35:42,USER0170,MERCHANT0109,420.16,Utilities,P2P,Delhi,Web,BHIM,3,Thursday,1,320.68,99.48,14,4,18,9,0,0,420.16,1,1.0,1,0,0
TXN000307,2026-09-18 14:35:42,USER0603,MERCHANT0398,650.45,Shopping,P2M,Delhi,Web,Paytm,3,Wednesday,1,399.27,251.18,14,4,18,9,0,0,399.27,2,1.6290981040398729,2,0,0
TXN000936,2026-09-18 14:35:42,USER0902,MERCHANT0051,109.72,Entertainment,P2P,Chennai,Web,PhonePe,11,Thursday,0,109.72,0.0,14,4,18,9,0,0,109.72,1,1.0,1,0,0
TXN000751,2026-09-18 14:35:42,USER0303,MERCHANT0055,72.01,Healthcare,Bill Payment,Chennai,Web,PhonePe,3,Saturday,1,72.01,0.0,14,4,18,9,0,0,72.01,1,1.0,1,0,0
TXN000455,2026-09-18 14:35:42,USER0692,MERCHANT0356,106.67,Travel,P2M,Pune,Web,PhonePe,19,Monday,0,77.18,29.49,14,4,18,9,0,0,77.18,2,1.3820938066856698,2,0,0
TXN000418,2026-09-18 14:35:42,USER0981,MERCHANT0301,203.5,Healthcare,P2M,Chennai,Android,PhonePe,3,Tuesday,1,251.91,-48.41,14,4,18,9,0,0,250.06,2,0.81380468687515,2,0,0
TXN000603,2026-09-18 14:35:42,USER0041,MERCHANT0468,432.51,Utilities,P2M,Mumbai,Android,Google Pay,11,Sunday,0,288.92,143.59,14,4,18,9,0,0,432.51,1,1.0,1,0,0
TXN000492,2026-09-18 14:35:42,USER0959,MERCHANT0390,796.27,Entertainment,Recharge,Delhi,Web,PhonePe,11,Monday,0,796.27,0.0,14,4,18,9,0,0,796.27,1,1.0,1,0,1
TXN000381,2026-09-18 14:35:42,USER0828,MERCHANT0158,78.28,Healthcare,P2P,Mumbai,ios,Paytm,11,Tuesday,0,78.28,0.0,14,4,18,9,0,0,78.28,1,1.0,1,0,0
TXN000566,2026-09-18 14:35:42,USER0342,MERCHANT0145,120.53,Entertainment,Bill Payment,Chennai,Web,Google Pay,19,Sunday,0,120.53,0.0,14,4,18,9,0,0,120.53,1,1.0,1,0,0
TXN000529,2026-09-18 14:35:42,USER0680,MERCHANT0256,235.03,Healthcare,Recharge,Pune,ios,Paytm,3,Monday,1,412.99,-177.96,14,4,18,9,0,0,359.66,2,0.6534782850469888,2,0,0
TXN000640,2026-09-18 14:35:42,USER0822,MERCHANT0497,49.65,Entertainment,Recharge,Chennai,Android,BHIM,3,Sunday,1,49.65,0.0,14,4,18,9,0,0,49.65,1,1.0,1,0,0
TXN000711,2026-09-18 16:13:00,USER0591,MERCHANT0350,223.86,Utilities,Recharge,Mumbai,ios,PhonePe,22,Friday,0,190.17,33.69,16,4,18,9,0,0,223.86,1,1.0,1,0,0
TXN000785,2026-09-18 16:13:00,USER0485,MERCHANT0411,317.28,Healthcare,Recharge,Chennai,ios,Paytm,6,Friday,1,166.61,150.67,16,4,18,9,0,0,317.28,1,1.0,1,0,0
TXN000526,2026-09-18 16:13:00,USER0568,MERCHANT0332,29.82,Grocery,Bill Payment,Chennai,Web,Paytm,14,Sunday,0,59.02,-29.2,16,4,18,9,0,0,29.82,1,1.0,1,0,0
TXN000933,2026-09-18 16:13:00,USER0713,MERCHANT0454,42.61,Healthcare,P2M,Mumbai,Android,PhonePe,22,Wednesday,0,142.34,-99.73,16,4,18,9,0,0,142.335,2,0.2993641760635121,2,0,0
TXN000452,2026-09-18 16:13:00,USER0071,MERCHANT0083,471.13,Shopping,Bill Payment,Hyderanbad,Web,Google Pay,6,Monday,0,491.65,-20.52,16,4,18,9,0,0,699.275,2,0.6737406599692539,2,0,0
TXN000119,2026-09-18 16:13:00,USER0277,MERCHANT0091,568.4,Grocery,P2P,Chennai,Android,BHIM,6,Thursday,0,568.4,0.0,16,4,18,9,0,0,568.4,1,1.0,1,0,0
TXN000008,2026-09-18 16:13:00,USER0143,MERCHANT0426,390.5,Shopping,P2P,Bangalore,Android,Google Pay,6,Friday,0,239.62,150.88,16,4,18,9,0,0,239.615,2,1.629697639964109,2,0,0
TXN000267,2026-09-18 16:13:00,USER0071,MERCHANT0294,927.42,Food,Bill Payment,Mumbai,Web,Google Pay,22,Tuesday,0,491.65,435.77,16,4,18,9,0,0,699.275,2,1.326259340030746,2,0,1
TXN000600,2026-09-18 16:13:00,USER0816,MERCHANT0382,264.36,Travel,Bill Payment,Pune,Android,Google Pay,22,Saturday,0,216.68,47.68,16,4,18,9,0,0,264.36,1,1.0,1,0,0
TXN000748,2026-09-18 16:13:00,USER0335,MERCHANT0197,85.17,Entertainment,P2M,Hyderanbad,Android,Google Pay,14,Friday,0,203.27,-118.1,16,4,18,9,0,0,203.27,2,0.4189993604565356,2,0,0
TXN000156,2026-09-18 16:13:00,USER0143,MERCHANT0436,88.73,Food,Bill Payment,Mumbai,Android,Google Pay,22,Wednesday,0,239.62,-150.89,16,4,18,9,0,0,239.615,2,0.3703023600358909,2,0,0
TXN000304,2026-09-18 16:13:00,USER0066,MERCHANT0405,333.74,Entertainment,Bill Payment,Bangalore,Android,BHIM,14,Tuesday,0,270.54,63.2,16,4,18,9,0,0,333.33000000000004,2,1.001230012300123,2,0,0
TXN000415,2026-09-18 16:13:00,USER0293,MERCHANT0429,252.73,Travel,Bill Payment,Hyderanbad,Web,Google Pay,14,Monday,0,257.41,-4.68,16,4,18,9,0,0,252.73,1,1.0,1,0,0
TXN000193,2026-09-18 16:13:00,USER0567,MERCHANT0151,224.55,Shopping,Bill Payment,Delhi,Web,BHIM,14,Wednesday,0,360.21,-135.66,16,4,18,9,0,0,224.55,1,1.0,1,0,0
TXN000674,2026-09-18 16:13:00,USER0886,MERCHANT0047,125.03,Shopping,Bill Payment,Delhi,Android,Paytm,6,Saturday,1,306.88,-181.85,16,4,18,9,0,0,306.8766666666666,3,0.4074275224574477,3,0,0
TXN000378,2026-09-18 16:13:00,USER0946,MERCHANT0031,217.75,Entertainment,P2P,Chennai,Web,BHIM,22,Monday,0,217.75,0.0,16,4,18,9,0,0,217.75,1,1.0,1,0,0
TXN000822,2026-09-18 16:13:00,USER0645,MERCHANT0068,742.0,Grocery,Recharge,Chennai,Web,Google Pay,22,Thursday,0,742.0,0.0,16,4,18,9,0,0,742.0,1,1.0,1,0,1
TXN000082,2026-09-18 16:13:00,USER0072,MERCHANT0357,259.07,Shopping,Bill Payment,Hyderanbad,Web,BHIM,14,Thursday,0,174.64,84.43,16,4,18,9,0,0,259.07,1,1.0,1,0,0
TXN000489,2026-09-18 16:13:00,USER0324,MERCHANT0256,979.6,Travel,P2M,Hyderanbad,Web,PhonePe,22,Sunday,0,587.67,391.93,16,4,18,9,0,0,979.6,1,1.0,1,0,1
TXN000563,2026-09-18 16:13:00,USER0284,MERCHANT0137,433.17,Utilities,P2M,Pune,Web,BHIM,6,Sunday,0,491.25,-58.08,16,4,18,9,0,0,491.25,2,0.8817709923664122,2,0,0
TXN000859,2026-09-18 16:13:00,USER0476,MERCHANT0496,104.35,Utilities,P2P,Delhi,Android,BHIM,14,Thursday,0,100.07,4.28,16,4,18,9,0,0,100.075,2,1.042717961528853,2,0,0
TXN000637,2026-09-18 16:13:00,USER0802,MERCHANT0039,412.89,Shopping,Recharge,Chennai,Web,Google Pay,14,Saturday,0,412.89,0.0,16,4,18,9,0,0,412.89,1,1.0,1,0,0
TXN000896,2026-09-18 16:13:00,USER0245,MERCHANT0332,346.79,Travel,P2P,Pune,ios,BHIM,6,Thursday,0,253.15,93.64,16,4,18,9,0,0,346.79,1,1.0,1,0,0
TXN000970,2026-09-18 16:13:00,USER0818,MERCHANT0233,43.35,Healthcare,P2M,Mumbai,Web,PhonePe,14,Wednesday,0,43.35,0.0,16,4,18,9,0,0,43.35,1,1.0,1,0,0
TXN000341,2026-09-18 16:13:00,USER0827,MERCHANT0231,79.66,Grocery,Bill Payment,Hyderanbad,Android,BHIM,6,Tuesday,0,271.3,-191.64,16,4,18,9,0,0,324.32,3,0.2456216082881105,3,0,0
TXN000230,2026-09-18 16:13:00,USER0655,MERCHANT0379,357.67,Grocery,P2P,Pune,ios,Paytm,6,Wednesday,0,327.78,29.89,16,4,18,9,0,0,327.78,2,1.091189212276527,2,0,0
TXN000045,2026-09-18 16:13:00,USER0349,MERCHANT0359,41.33,Grocery,Bill Payment,Hyderanbad,Android,Google Pay,22,Thursday,0,172.36,-131.03,16,4,18,9,0,0,41.33,1,1.0,1,0,0
TXN000597,2026-09-18 17:50:18,USER0374,MERCHANT0211,138.4,Shopping,Recharge,Hyderanbad,Android,PhonePe,9,Saturday,0,186.88,-48.48,17,4,18,9,0,0,138.4,1,1.0,1,0,0
TXN000782,2026-09-18 17:50:18,USER0692,MERCHANT0410,47.69,Food,P2M,Bangalore,ios,PhonePe,17,Thursday,0,77.18,-29.49,17,4,18,9,0,0,77.18,2,0.61790619331433,2,0,0
TXN000893,2026-09-18 17:50:18,USER0534,MERCHANT0469,526.72,Grocery,P2P,Pune,Android,PhonePe,17,Wednesday,0,526.72,0.0,17,4,18,9,0,0,526.72,1,1.0,1,0,0
TXN000264,2026-09-18 17:50:18,USER0750,MERCHANT0053,65.08,Shopping,P2M,Delhi,ios,Paytm,9,Tuesday,0,65.08,0.0,17,4,18,9,0,0,65.08,1,1.0,1,0,0
TXN000227,2026-09-18 17:50:18,USER0641,MERCHANT0095,193.31,Food,Bill Payment,Pune,Web,Google Pay,17,Tuesday,0,193.31,0.0,17,4,18,9,0,0,193.31,1,1.0,1,0,0
TXN000819,2026-09-18 17:50:18,USER0467,MERCHANT0213,196.82,Shopping,Recharge,Pune,Android,Paytm,9,Thursday,0,196.82,0.0,17,4,18,9,0,0,196.82,1,1.0,1,0,0
TXN000856,2026-09-18 17:50:18,USER0468,MERCHANT0371,102.44,Grocery,P2M,Mumbai,ios,BHIM,1,Thursday,1,102.44,0.0,17,4,18,9,0,0,102.44,1,1.0,1,0,0
TXN000560,2026-09-18 17:50:18,USER0650,MERCHANT0479,118.99,Entertainment,Bill Payment,Pune,Android,Paytm,17,Saturday,0,190.86,-71.87,17,4,18,9,0,0,118.99,1,1.0,1,0,0
TXN000190,2026-09-18 17:50:18,USER0542,MERCHANT0406,39.85,Shopping,P2P,Bangalore,Android,Paytm,1,Wednesday,1,175.98,-136.13,17,4,18,9,0,0,39.85,1,1.0,1,0,0
TXN000375,2026-09-18 17:50:18,USER0474,MERCHANT0424,1561.16,Entertainment,P2M,Pune,Web,BHIM,9,Monday,0,868.12,693.04,17,4,18,9,0,0,1561.16,1,1.0,1,0,1
TXN000745,2026-09-18 17:50:18,USER0317,MERCHANT0433,304.19,Utilities,Recharge,Pune,Android,Google Pay,1,Friday,1,304.19,0.0,17,4,18,9,0,0,304.19,1,1.0,1,0,0
TXN000338,2026-09-18 17:50:18,USER0249,MERCHANT0081,131.45,Grocery,P2P,Bangalore,Web,PhonePe,17,Monday,0,131.45,0.0,17,4,18,9,0,0,131.45,1,1.0,1,0,0
TXN000634,2026-09-18 17:50:18,USER0755,MERCHANT0336,118.29,Shopping,Bill Payment,Pune,Web,Google Pay,1,Saturday,1,127.49,-9.2,17,4,18,9,0,0,134.55,2,0.8791527313266443,2,0,0
TXN000412,2026-09-18 17:50:18,USER0803,MERCHANT0118,58.87,Utilities,P2P,Hyderanbad,Web,Paytm,1,Monday,1,126.4,-67.53,17,4,18,9,0,0,58.87,1,1.0,1,0,0
TXN000116,2026-09-18 17:50:18,USER0168,MERCHANT0363,245.07,Food,Recharge,Chennai,ios,Paytm,17,Wednesday,0,245.07,0.0,17,4,18,9,0,0,245.07,1,1.0,1,0,0
TXN000708,2026-09-18 17:50:18,USER0119,MERCHANT0446,1048.16,Utilities,P2M,Hyderanbad,Web,Paytm,9,Friday,0,503.89,544.27,17,4,18,9,0,0,503.8933333333334,3,2.0801227773073667,3,0,1
TXN000671,2026-09-18 17:50:18,USER0409,MERCHANT0148,630.23,Healthcare,Recharge,Mumbai,Web,Google Pay,17,Friday,0,381.07,249.16,17,4,18,9,0,0,630.23,1,1.0,1,0,0
TXN000486,2026-09-18 17:50:18,USER0661,MERCHANT0186,43.72,Entertainment,P2M,Bangalore,Web,Paytm,9,Sunday,0,43.72,0.0,17,4,18,9,0,0,43.72,1,1.0,1,0,0
TXN000523,2026-09-18 17:50:18,USER0009,MERCHANT0237,93.45,Food,Recharge,Pune,Web,PhonePe,1,Sunday,1,93.45,0.0,17,4,18,9,0,0,93.45,1,1.0,1,0,0
TXN000930,2026-09-18 17:50:18,USER0789,MERCHANT0381,169.74,Utilities,Bill Payment,Hyderanbad,ios,PhonePe,9,Wednesday,0,118.27,51.47,17,4,18,9,0,0,169.74,1,1.0,1,0,0
TXN000079,2026-09-18 17:50:18,USER0592,MERCHANT0322,198.69,Travel,Recharge,Mumbai,ios,BHIM,1,Thursday,1,198.69,0.0,17,4,18,9,0,0,198.69,1,1.0,1,0,0
TXN000042,2026-09-18 17:50:18,USER0164,MERCHANT0486,215.16,Utilities,P2M,Pune,Android,BHIM,9,Thursday,0,993.21,-778.05,17,4,18,9,0,0,1483.6999999999998,2,0.1450158387814248,2,0,0
TXN000005,2026-09-18 17:50:18,USER0282,MERCHANT0143,143.43,Food,P2M,Mumbai,ios,Google Pay,17,Thursday,0,148.4,-4.97,17,4,18,9,0,0,143.43,1,1.0,1,0,0
TXN000449,2026-09-18 17:50:18,USER0083,MERCHANT0344,108.43,Utilities,Recharge,Chennai,Android,BHIM,17,Sunday,0,245.38,-136.95,17,4,18,9,0,0,245.375,2,0.4418950585838003,2,0,0
TXN000153,2026-09-18 17:50:18,USER0470,MERCHANT0173,91.83,Utilities,P2M,Bangalore,Android,Paytm,9,Wednesday,0,461.62,-369.79,17,4,18,9,0,0,461.62,2,0.1989298557254885,2,0,0
TXN000301,2026-09-18 17:50:18,USER0124,MERCHANT0214,79.12,Travel,Recharge,Bangalore,ios,BHIM,1,Tuesday,1,79.12,0.0,17,4,18,9,0,0,79.12,1,1.0,1,0,0
TXN000967,2026-09-18 17:50:18,USER0345,MERCHANT0486,92.17,Travel,Recharge,Chennai,ios,Paytm,1,Wednesday,1,171.42,-79.25,17,4,18,9,0,0,171.415,2,0.5377009013213546,2,0,0
TXN000557,2026-09-18 19:27:36,USER0867,MERCHANT0438,111.32,Travel,P2P,Delhi,Web,BHIM,4,Saturday,1,111.32,0.0,19,4,18,9,0,0,111.32,1,1.0,1,0,0
TXN000076,2026-09-18 19:27:36,USER0907,MERCHANT0304,412.36,Utilities,P2P,Bangalore,ios,BHIM,12,Wednesday,0,385.56,26.8,19,4,18,9,0,0,412.36,1,1.0,1,0,0
TXN000113,2026-09-18 19:27:36,USER0547,MERCHANT0457,192.53,Entertainment,Bill Payment,Hyderanbad,Web,Google Pay,4,Wednesday,1,114.86,77.67,19,4,18,9,0,0,114.86,2,1.6762145220268152,2,0,0
TXN000964,2026-09-18 19:27:36,USER0498,MERCHANT0098,368.34,Travel,P2P,Bangalore,ios,Google Pay,12,Tuesday,0,267.72,100.62,19,4,18,9,0,0,310.0233333333333,3,1.1881041211951788,3,0,0
TXN000002,2026-09-18 19:27:36,USER0115,MERCHANT0390,157.86,Grocery,P2M,Mumbai,ios,Google Pay,4,Thursday,1,390.4,-232.54,19,4,18,9,0,0,230.44,2,0.6850373199097379,2,0,0
TXN000187,2026-09-18 19:27:36,USER0391,MERCHANT0365,290.98,Shopping,Bill Payment,Pune,Android,Paytm,12,Tuesday,0,290.98,0.0,19,4,18,9,0,0,290.98,1,1.0,1,0,0
TXN000520,2026-09-18 19:27:36,USER0827,MERCHANT0431,384.29,Healthcare,Recharge,Bangalore,ios,Paytm,12,Saturday,0,271.3,112.99,19,4,18,9,0,0,324.32,3,1.1849099654662063,3,0,0
TXN000927,2026-09-18 19:27:36,USER0431,MERCHANT0277,103.66,Entertainment,P2M,Delhi,Web,Paytm,20,Tuesday,0,86.9,16.76,19,4,18,9,0,0,103.66,1,1.0,1,0,0
TXN000890,2026-09-18 19:27:36,USER0284,MERCHANT0483,549.33,Shopping,Bill Payment,Mumbai,Web,Google Pay,4,Wednesday,1,491.25,58.08,19,4,18,9,0,0,491.25,2,1.118229007633588,2,0,0
TXN000150,2026-09-18 19:27:36,USER0906,MERCHANT0313,243.96,Shopping,P2M,Chennai,Web,BHIM,20,Tuesday,0,151.39,92.57,19,4,18,9,0,0,243.96,1,1.0,1,0,0
TXN000853,2026-09-18 19:27:36,USER0940,MERCHANT0116,95.83,Entertainment,Bill Payment,Pune,ios,BHIM,12,Wednesday,0,95.83,0.0,19,4,18,9,0,0,95.83,1,1.0,1,0,0
TXN000483,2026-09-18 19:27:36,USER0406,MERCHANT0028,36.36,Food,Bill Payment,Pune,Android,Paytm,20,Saturday,0,170.93,-134.57,19,4,18,9,0,0,170.93,2,0.2127186567600772,2,0,0
TXN000446,2026-09-18 19:27:36,USER0059,MERCHANT0210,354.13,Travel,P2P,Pune,Web,Paytm,4,Sunday,1,639.02,-284.89,19,4,18,9,0,0,354.13,1,1.0,1,0,0
TXN000261,2026-09-18 19:27:36,USER0970,MERCHANT0445,71.74,Grocery,Bill Payment,Hyderanbad,Android,BHIM,20,Monday,0,69.84,1.9,19,4,18,9,0,0,71.74,1,1.0,1,0,0
TXN000668,2026-09-18 19:27:36,USER0025,MERCHANT0324,815.66,Utilities,P2M,Pune,ios,PhonePe,4,Friday,1,815.66,0.0,19,4,18,9,0,0,815.66,1,1.0,1,0,1
TXN000779,2026-09-18 19:27:36,USER0477,MERCHANT0463,168.27,Grocery,Recharge,Delhi,Web,Google Pay,4,Thursday,1,168.27,0.0,19,4,18,9,0,0,168.27,1,1.0,1,0,0
TXN000742,2026-09-18 19:27:36,USER0922,MERCHANT0354,50.42,Food,Recharge,Mumbai,ios,Google Pay,12,Thursday,0,428.55,-378.13,19,4,18,9,0,0,148.45,2,0.3396429774334793,2,0,0
TXN000594,2026-09-18 19:27:36,USER0131,MERCHANT0120,253.07,Utilities,Bill Payment,Bangalore,Web,BHIM,20,Friday,0,145.57,107.5,19,4,18,9,0,0,253.07,1,1.0,1,0,0
TXN000224,2026-09-18 19:27:36,USER0935,MERCHANT0487,36.14,Grocery,Recharge,Delhi,Web,Google Pay,4,Tuesday,1,36.14,0.0,19,4,18,9,0,0,36.14,1,1.0,1,0,0
TXN000335,2026-09-18 19:27:36,USER0585,MERCHANT0089,480.64,Shopping,Bill Payment,Pune,Android,Paytm,4,Monday,1,480.64,0.0,19,4,18,9,0,0,480.64,1,1.0,1,0,0
TXN000409,2026-09-18 19:27:36,USER0400,MERCHANT0129,204.44,Healthcare,P2M,Bangalore,ios,PhonePe,12,Sunday,0,133.3,71.14,19,4,18,9,0,0,204.44,1,1.0,1,0,0
TXN000631,2026-09-18 19:27:36,USER0423,MERCHANT0074,33.37,Food,P2P,Mumbai,ios,Google Pay,12,Friday,0,33.37,0.0,19,4,18,9,0,0,33.37,1,1.0,1,0,0
TXN000372,2026-09-18 19:27:36,USER0433,MERCHANT0077,298.27,Healthcare,P2M,Mumbai,ios,PhonePe,20,Sunday,0,140.09,158.18,19,4,18,9,0,0,142.07666666666668,3,2.099359500739037,3,0,0
TXN000298,2026-09-18 19:27:36,USER0922,MERCHANT0061,246.48,Healthcare,P2M,Pune,ios,Google Pay,12,Monday,0,428.55,-182.07,19,4,18,9,0,0,148.45,2,1.6603570225665207,2,0,0
TXN000039,2026-09-18 19:27:36,USER0007,MERCHANT0343,48.03,Utilities,Recharge,Bangalore,Web,PhonePe,20,Wednesday,0,49.21,-1.18,19,4,18,9,0,0,48.03,1,1.0,1,0,0
TXN000816,2026-09-18 19:27:36,USER0871,MERCHANT0152,41.04,Healthcare,P2M,Chennai,Android,Google Pay,20,Wednesday,0,41.04,0.0,19,4,18,9,0,0,41.04,1,1.0,1,0,0
TXN000705,2026-09-18 19:27:36,USER0447,MERCHANT0090,38.22,Entertainment,Recharge,Delhi,Android,PhonePe,20,Thursday,0,268.41,-230.19,19,4,18,9,0,0,129.43,2,0.2952947539210384,2,0,0
TXN000924,2026-09-18 21:04:54,USER0064,MERCHANT0381,90.01,Shopping,Recharge,Delhi,ios,BHIM,7,Tuesday,0,90.01,0.0,21,4,18,9,0,0,90.01,1,1.0,1,0,0
TXN000739,2026-09-18 21:04:54,USER0869,MERCHANT0328,958.6,Entertainment,P2M,Pune,ios,PhonePe,23,Wednesday,0,776.94,181.66,21,4,18,9,0,0,958.6,1,1.0,1,0,1
TXN000147,2026-09-18 21:04:54,USER0672,MERCHANT0385,52.62,Grocery,P2M,Delhi,Android,PhonePe,7,Tuesday,0,62.48,-9.86,21,4,18,9,0,0,52.62,1,1.0,1,0,0
TXN000406,2026-09-18 21:04:54,USER0169,MERCHANT0377,337.93,Grocery,Bill Payment,Delhi,Android,Paytm,23,Saturday,0,337.93,0.0,21,4,18,9,0,0,337.93,1,1.0,1,0,0
TXN000295,2026-09-18 21:04:54,USER0666,MERCHANT0156,259.05,Grocery,P2P,Pune,ios,Google Pay,23,Sunday,0,179.24,79.81,21,4,18,9,0,0,179.235,2,1.4453092308979831,2,0,0
TXN000628,2026-09-18 21:04:54,USER0831,MERCHANT0234,159.85,Travel,Recharge,Hyderanbad,Web,PhonePe,23,Thursday,0,100.08,59.77,21,4,18,9,0,0,159.85,1,1.0,1,0,0
TXN000998,2026-09-18 21:04:54,USER0217,MERCHANT0397,344.07,Grocery,P2M,Hyderanbad,ios,Paytm,15,Monday,0,268.52,75.55,21,4,18,9,0,0,344.07,1,1.0,1,0,0
TXN000036,2026-09-18 21:04:54,USER0285,MERCHANT0123,53.47,Healthcare,P2P,Chennai,Android,BHIM,7,Wednesday,0,90.78,-37.31,21,4,18,9,0,0,92.05,2,0.5808799565453557,2,0,0
TXN000480,2026-09-18 21:04:54,USER0322,MERCHANT0278,555.34,Grocery,P2M,Mumbai,ios,BHIM,7,Saturday,0,257.26,298.08,21,4,18,9,0,0,264.95666666666665,3,2.095965377986338,3,0,0
TXN000961,2026-09-18 21:04:54,USER0225,MERCHANT0032,344.72,Grocery,P2M,Pune,Web,PhonePe,23,Monday,0,147.54,197.18,21,4,18,9,0,0,201.85,2,1.707802823879118,2,0,0
TXN000332,2026-09-18 21:04:54,USER0741,MERCHANT0042,73.9,Entertainment,Bill Payment,Chennai,Web,Google Pay,15,Sunday,0,73.9,0.0,21,4,18,9,0,0,73.9,1,1.0,1,0,0
TXN000221,2026-09-18 21:04:54,USER0781,MERCHANT0062,1834.74,Healthcare,P2P,Hyderanbad,Web,Paytm,15,Monday,0,1088.22,746.52,21,4,18,9,0,0,1088.22,2,1.6860009924463804,2,0,1
TXN000591,2026-09-18 21:04:54,USER0566,MERCHANT0123,194.72,Healthcare,P2P,Bangalore,Web,Google Pay,7,Friday,1,227.46,-32.74,21,4,18,9,0,0,194.72,1,1.0,1,0,0
TXN000073,2026-09-18 21:04:54,USER0850,MERCHANT0367,174.89,Utilities,Recharge,Chennai,ios,BHIM,23,Tuesday,0,809.61,-634.72,21,4,18,9,0,0,174.89,1,1.0,1,0,0
TXN000443,2026-09-18 21:04:54,USER0874,MERCHANT0047,22.93,Food,Bill Payment,Mumbai,Android,PhonePe,15,Saturday,0,53.82,-30.89,21,4,18,9,0,0,61.010000000000005,2,0.3758400262252089,2,0,0
TXN000813,2026-09-18 21:04:54,USER0251,MERCHANT0068,770.45,Grocery,P2M,Delhi,Android,PhonePe,7,Wednesday,0,285.6,484.85,21,4,18,9,0,0,424.71,2,1.814061359515905,2,0,1
TXN000850,2026-09-18 21:04:54,USER0052,MERCHANT0073,106.59,Shopping,P2M,Mumbai,ios,PhonePe,23,Tuesday,0,113.63,-7.04,21,4,18,9,0,0,99.12,2,1.075363196125908,2,0,0
TXN000369,2026-09-18 21:04:54,USER0550,MERCHANT0279,199.87,Travel,Recharge,Mumbai,Android,Google Pay,7,Sunday,0,244.84,-44.97,21,4,18,9,0,0,258.735,2,0.7724892264285852,2,0,0
TXN000110,2026-09-18 21:04:54,USER0624,MERCHANT0492,168.27,Shopping,Recharge,Mumbai,ios,Google Pay,15,Tuesday,0,196.68,-28.41,21,4,18,9,0,0,168.27,1,1.0,1,0,0
TXN000554,2026-09-18 21:04:54,USER0258,MERCHANT0142,233.79,Entertainment,P2P,Mumbai,ios,BHIM,15,Friday,0,174.89,58.9,21,4,18,9,0,0,233.79,1,1.0,1,0,0
TXN000702,2026-09-18 21:04:54,USER0747,MERCHANT0406,517.5,Utilities,Bill Payment,Mumbai,Web,Paytm,7,Thursday,0,1024.51,-507.01,21,4,18,9,0,0,472.435,2,1.095388783642194,2,0,0
TXN000258,2026-09-18 21:04:54,USER0247,MERCHANT0484,89.33,Food,Bill Payment,Mumbai,ios,Paytm,7,Monday,0,89.33,0.0,21,4,18,9,0,0,89.33,1,1.0,1,0,0
TXN000184,2026-09-18 21:04:54,USER0611,MERCHANT0354,293.67,Entertainment,Recharge,Chennai,Web,BHIM,23,Monday,0,306.3,-12.63,21,4,18,9,0,0,375.185,2,0.7827338513000254,2,0,0
TXN000665,2026-09-18 21:04:54,USER0893,MERCHANT0317,88.87,Utilities,P2M,Mumbai,Android,BHIM,15,Thursday,0,88.87,0.0,21,4,18,9,0,0,88.87,1,1.0,1,0,0
TXN000517,2026-09-18 21:04:54,USER0721,MERCHANT0209,299.14,Food,Bill Payment,Chennai,Android,BHIM,23,Friday,0,299.14,0.0,21,4,18,9,0,0,299.14,1,1.0,1,0,0
TXN000887,2026-09-18 21:04:54,USER0254,MERCHANT0013,325.03,Travel,Bill Payment,Delhi,Android,Google Pay,15,Tuesday,0,214.28,110.75,21,4,18,9,0,0,325.03,1,1.0,1,0,0
TXN000776,2026-09-18 21:04:54,USER0622,MERCHANT0255,37.7,Utilities,Recharge,Mumbai,Web,PhonePe,15,Wednesday,0,120.38,-82.68,21,4,18,9,0,0,37.7,1,1.0,1,0,0
TXN000366,2026-09-18 22:42:12,USER0255,MERCHANT0102,121.36,Healthcare,P2P,Chennai,ios,Google Pay,18,Saturday,0,131.57,-10.21,22,4,18,9,0,0,121.36,1,1.0,1,0,0
