transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,transaction_type,location,device_type,upi_channel,hour_of_day,day_of_week,risk_label,historical_avg_amount,amount_deviation,hour,day_of_week_num,day,month,is_weekend,is_night,sender_avg_amount,sender_transaction_count,amount_vs_sender_avg,sender_unique_receivers,is_high_amount,iqr_outlier,isolation_forest_prediction,isolation_forest_anomaly,isolation_forest_score
TXN000088,2026-09-18 12:58:24,USER0082,MERCHANT0413,251.83,Healthcare,Bill Payment,Mumbai,Web,Paytm,16,Friday,0,251.83,0.0,12,4,18,9,0,0,251.83,1,1.0,1,0,0,1,0,0.237883143194289
TXN000754,2026-09-18 12:58:24,USER0197,MERCHANT0293,519.9,Entertainment,Recharge,Bangalore,Android,Paytm,16,Saturday,0,257.18,262.72,12,4,18,9,0,0,519.9,1,1.0,1,0,0,1,0,0.19322605642820928
TXN000310,2026-09-18 12:58:24,USER0603,MERCHANT0231,148.09,Grocery,Recharge,Delhi,Web,Paytm,16,Wednesday,0,399.27,-251.18,12,4,18,9,0,0,399.27,2,0.3709018959601272,2,0,0,1,0,0.16275252727091127
TXN000717,2026-09-18 12:58:24,USER0002,MERCHANT0119,203.21,Grocery,Recharge,Bangalore,ios,PhonePe,0,Sunday,1,203.21,0.0,12,4,18,9,0,0,203.21,1,1.0,1,0,0,1,0,0.23803709883438073
TXN000495,2026-09-18 12:58:24,USER0470,MERCHANT0137,831.41,Utilities,Recharge,Delhi,Web,Google Pay,0,Tuesday,1,461.62,369.79,12,4,18,9,0,0,461.62,2,1.8010701442745114,2,0,1,1,0,0.07373087600859585
TXN000384,2026-09-18 12:58:24,USER0564,MERCHANT0423,107.15,Food,P2P,Bangalore,Android,BHIM,0,Wednesday,1,107.15,0.0,12,4,18,9,0,0,107.15,1,1.0,1,0,0,1,0,0.24415641357990486
TXN000347,2026-09-18 12:58:24,USER0442,MERCHANT0119,42.6,Shopping,Bill Payment,Mumbai,ios,PhonePe,8,Wednesday,0,62.92,-20.32,12,4,18,9,0,0,42.6,1,1.0,1,0,0,1,0,0.22118828450885303
TXN000680,2026-09-18 12:58:24,USER0657,MERCHANT0447,646.49,Healthcare,Bill Payment,Mumbai,ios,Google Pay,8,Sunday,0,358.72,287.77,12,4,18,9,0,0,646.49,1,1.0,1,0,0,1,0,0.16516502485286128
TXN000976,2026-09-18 12:58:24,USER0942,MERCHANT0306,27.4,Shopping,Recharge,Bangalore,ios,BHIM,16,Thursday,0,101.42,-74.02,12,4,18,9,0,0,101.42,2,0.270163675803589,2,0,0,1,0,0.14982606933035764
TXN000014,2026-09-18 12:58:24,USER0559,MERCHANT0010,26.75,Grocery,P2P,Delhi,ios,Google Pay,8,Saturday,0,119.47,-92.72,12,4,18,9,0,0,26.75,1,1.0,1,0,0,1,0,0.19986310775454608
TXN000828,2026-09-18 12:58:24,USER0507,MERCHANT0272,107.46,Utilities,Recharge,Hyderanbad,Web,Paytm,0,Saturday,1,107.46,0.0,12,4,18,9,0,0,107.46,1,1.0,1,0,0,1,0,0.24444319742474752
TXN000643,2026-09-18 12:58:24,USER0753,MERCHANT0320,139.83,Healthcare,P2M,Chennai,Android,BHIM,16,Sunday,0,453.9,-314.07,12,4,18,9,0,0,453.905,2,0.3080600566197772,2,0,0,1,0,0.15755116807236824
TXN000569,2026-09-18 12:58:24,USER0653,MERCHANT0429,27.92,Food,Bill Payment,Chennai,Web,Paytm,8,Monday,0,177.58,-149.66,12,4,18,9,0,0,177.57500000000002,2,0.1572293397156131,2,0,0,1,0,0.14328120290767948
TXN000199,2026-09-18 12:58:24,USER0118,MERCHANT0340,192.14,Food,Bill Payment,Chennai,Web,PhonePe,16,Thursday,0,192.14,0.0,12,4,18,9,0,0,192.14,1,1.0,1,0,0,1,0,0.2380666530324017
TXN000902,2026-09-18 12:58:24,USER0241,MERCHANT0359,122.32,Healthcare,Bill Payment,Hyderanbad,Android,BHIM,8,Friday,0,133.12,-10.8,12,4,18,9,0,0,122.32,1,1.0,1,0,0,1,0,0.2426944062123731
TXN000939,2026-09-18 12:58:24,USER0390,MERCHANT0316,231.32,Food,Recharge,Chennai,Web,Google Pay,0,Friday,1,218.44,12.88,12,4,18,9,0,0,282.75,2,0.8181078691423519,2,0,0,1,0,0.19418353751423806
TXN000865,2026-09-18 12:58:24,USER0973,MERCHANT0405,98.22,Grocery,P2M,Hyderanbad,Android,Paytm,16,Friday,0,98.22,0.0,12,4,18,9,0,0,98.22,1,1.0,1,0,0,1,0,0.24247834885899178
TXN000125,2026-09-18 12:58:24,USER0702,MERCHANT0316,325.99,Grocery,P2M,Chennai,ios,PhonePe,8,Friday,0,325.99,0.0,12,4,18,9,0,0,325.99,1,1.0,1,0,0,1,0,0.2253157352586157
TXN000458,2026-09-18 12:58:24,USER0414,MERCHANT0340,64.38,Entertainment,P2M,Hyderanbad,ios,Paytm,8,Tuesday,0,64.38,0.0,12,4,18,9,0,0,64.38,1,1.0,1,0,0,1,0,0.23084137605864502
TXN000162,2026-09-18 12:58:24,USER0765,MERCHANT0409,398.25,Shopping,Recharge,Delhi,ios,Google Pay,0,Friday,1,398.25,0.0,12,4,18,9,0,0,398.25,1,1.0,1,0,0,1,0,0.21378447307131648
TXN000233,2026-09-18 14:35:42,USER0204,MERCHANT0371,189.72,Shopping,P2P,Bangalore,Android,Google Pay,19,Wednesday,0,294.47,-104.75,14,4,18,9,0,0,413.035,2,0.4593315336472696,2,0,0,1,0,0.16794346319864772
TXN000677,2026-09-18 14:35:42,USER0792,MERCHANT0390,59.71,Food,Recharge,Bangalore,ios,Paytm,19,Saturday,0,84.73,-25.02,14,4,18,9,0,0,59.71,1,1.0,1,0,0,1,0,0.23314296662770306
TXN000159,2026-09-18 14:35:42,USER0575,MERCHANT0250,55.08,Food,Recharge,Pune,ios,Paytm,11,Thursday,0,162.35,-107.27,14,4,18,9,0,0,128.81,2,0.4276065522863131,2,0,0,1,0,0.1696443185111251
TXN000344,2026-09-18 14:35:42,USER0097,MERCHANT0241,109.19,Food,P2P,Bangalore,ios,Paytm,19,Tuesday,0,109.19,0.0,14,4,18,9,0,0,109.19,1,1.0,1,0,0,1,0,0.24591397368933648
TXN000899,2026-09-18 14:35:42,USER0080,MERCHANT0422,605.78,Utilities,P2M,Delhi,Android,Paytm,19,Thursday,0,605.78,0.0,14,4,18,9,0,0,605.78,1,1.0,1,0,0,1,0,0.17357255217529755
TXN000714,2026-09-18 14:35:42,USER0046,MERCHANT0468,270.19,Healthcare,Recharge,Bangalore,Web,BHIM,11,Saturday,0,200.52,69.67,14,4,18,9,0,0,270.19,1,1.0,1,0,0,1,0,0.2373568556257754
TXN000085,2026-09-18 14:35:42,USER0234,MERCHANT0436,80.76,Utilities,Bill Payment,Delhi,ios,BHIM,3,Friday,1,141.2,-60.44,14,4,18,9,0,0,80.76,1,1.0,1,0,0,1,0,0.2421691480360399
TXN000048,2026-09-18 14:35:42,USER0221,MERCHANT0189,521.72,Healthcare,Recharge,Mumbai,Web,Google Pay,11,Friday,0,521.72,0.0,14,4,18,9,0,0,521.72,1,1.0,1,0,0,1,0,0.1904191916157888
TXN000825,2026-09-18 14:35:42,USER0736,MERCHANT0449,116.11,Shopping,Recharge,Delhi,Web,PhonePe,11,Friday,0,158.49,-42.38,14,4,18,9,0,0,167.07,2,0.6949781528700545,2,0,0,1,0,0.18578296408437328
TXN000862,2026-09-18 14:35:42,USER0573,MERCHANT0286,39.82,Travel,Bill Payment,Delhi,ios,Google Pay,3,Friday,1,39.82,0.0,14,4,18,9,0,0,39.82,1,1.0,1,0,0,1,0,0.22761901558628228
TXN000011,2026-09-18 14:35:42,USER0693,MERCHANT0428,114.04,Grocery,Bill Payment,Delhi,Web,Google Pay,19,Friday,0,114.04,0.0,14,4,18,9,0,0,114.04,1,1.0,1,0,0,1,0,0.2446035437164683
TXN000270,2026-09-18 14:35:42,USER0785,MERCHANT0246,206.59,Shopping,P2P,Hyderanbad,Web,Paytm,11,Wednesday,0,309.18,-102.59,14,4,18,9,0,0,206.59,1,1.0,1,0,0,1,0,0.2365461156243302
TXN000196,2026-09-18 14:35:42,USER0012,MERCHANT0355,266.48,Grocery,P2P,Delhi,Web,Paytm,3,Thursday,1,266.48,0.0,14,4,18,9,0,0,266.48,1,1.0,1,0,0,1,0,0.23905537308293706
TXN000788,2026-09-18 14:35:42,USER0983,MERCHANT0326,286.91,Healthcare,P2M,Hyderanbad,Web,PhonePe,19,Friday,0,286.91,0.0,14,4,18,9,0,0,286.91,1,1.0,1,0,0,1,0,0.2362789179947512
TXN000122,2026-09-18 14:35:42,USER0705,MERCHANT0495,73.01,Grocery,Recharge,Mumbai,ios,Google Pay,19,Thursday,0,69.71,3.3,14,4,18,9,0,0,73.01,1,1.0,1,0,0,1,0,0.23734521955112697
TXN000973,2026-09-18 14:35:42,USER0170,MERCHANT0109,420.16,Utilities,P2P,Delhi,Web,BHIM,3,Thursday,1,320.68,99.48,14,4,18,9,0,0,420.16,1,1.0,1,0,0,1,0,0.20834811580380785
TXN000307,2026-09-18 14:35:42,USER0603,MERCHANT0398,650.45,Shopping,P2M,Delhi,Web,Paytm,3,Wednesday,1,399.27,251.18,14,4,18,9,0,0,399.27,2,1.6290981040398729,2,0,0,1,0,0.12045659677930132
TXN000936,2026-09-18 14:35:42,USER0902,MERCHANT0051,109.72,Entertainment,P2P,Chennai,Web,PhonePe,11,Thursday,0,109.72,0.0,14,4,18,9,0,0,109.72,1,1.0,1,0,0,1,0,0.2457819954399625
TXN000751,2026-09-18 14:35:42,USER0303,MERCHANT0055,72.01,Healthcare,Bill Payment,Chennai,Web,PhonePe,3,Saturday,1,72.01,0.0,14,4,18,9,0,0,72.01,1,1.0,1,0,0,1,0,0.23746005279106885
TXN000455,2026-09-18 14:35:42,USER0692,MERCHANT0356,106.67,Travel,P2M,Pune,Web,PhonePe,19,Monday,0,77.18,29.49,14,4,18,9,0,0,77.18,2,1.3820938066856698,2,0,0,1,0,0.15275748856306176
TXN000418,2026-09-18 14:35:42,USER0981,MERCHANT0301,203.5,Healthcare,P2M,Chennai,Android,PhonePe,3,Tuesday,1,251.91,-48.41,14,4,18,9,0,0,250.06,2,0.81380468687515,2,0,0,1,0,0.19235072459430624
TXN000603,2026-09-18 14:35:42,USER0041,MERCHANT0468,432.51,Utilities,P2M,Mumbai,Android,Google Pay,11,Sunday,0,288.92,143.59,14,4,18,9,0,0,432.51,1,1.0,1,0,0,1,0,0.20478495931173957
TXN000492,2026-09-18 14:35:42,USER0959,MERCHANT0390,796.27,Entertainment,Recharge,Delhi,Web,PhonePe,11,Monday,0,796.27,0.0,14,4,18,9,0,0,796.27,1,1.0,1,0,1,1,0,0.13878024654222454
TXN000381,2026-09-18 14:35:42,USER0828,MERCHANT0158,78.28,Healthcare,P2P,Mumbai,ios,Paytm,11,Tuesday,0,78.28,0.0,14,4,18,9,0,0,78.28,1,1.0,1,0,0,1,0,0.23967960148415363
TXN000566,2026-09-18 14:35:42,USER0342,MERCHANT0145,120.53,Entertainment,Bill Payment,Chennai,Web,Google Pay,19,Sunday,0,120.53,0.0,14,4,18,9,0,0,120.53,1,1.0,1,0,0,1,0,0.24355821707463576
TXN000529,2026-09-18 14:35:42,USER0680,MERCHANT0256,235.03,Healthcare,Recharge,Pune,ios,Paytm,3,Monday,1,412.99,-177.96,14,4,18,9,0,0,359.66,2,0.6534782850469888,2,0,0,1,0,0.18188375518085742
TXN000640,2026-09-18 14:35:42,USER0822,MERCHANT0497,49.65,Entertainment,Recharge,Chennai,Android,BHIM,3,Sunday,1,49.65,0.0,14,4,18,9,0,0,49.65,1,1.0,1,0,0,1,0,0.22656651196583866
TXN000711,2026-09-18 16:13:00,USER0591,MERCHANT0350,223.86,Utilities,Recharge,Mumbai,ios,PhonePe,22,Friday,0,190.17,33.69,16,4,18,9,0,0,223.86,1,1.0,1,0,0,1,0,0.23280612490732955
TXN000785,2026-09-18 16:13:00,USER0485,MERCHANT0411,317.28,Healthcare,Recharge,Chennai,ios,Paytm,6,Friday,1,166.61,150.67,16,4,18,9,0,0,317.28,1,1.0,1,0,0,1,0,0.22273750921678848
TXN000526,2026-09-18 16:13:00,USER0568,MERCHANT0332,29.82,Grocery,Bill Payment,Chennai,Web,Paytm,14,Sunday,0,59.02,-29.2,16,4,18,9,0,0,29.82,1,1.0,1,0,0,1,0,0.2048998447055661
TXN000933,2026-09-18 16:13:00,USER0713,MERCHANT0454,42.61,Healthcare,P2M,Mumbai,Android,PhonePe,22,Wednesday,0,142.34,-99.73,16,4,18,9,0,0,142.335,2,0.2993641760635121,2,0,0,1,0,0.1667557740932702
TXN000452,2026-09-18 16:13:00,USER0071,MERCHANT0083,471.13,Shopping,Bill Payment,Hyderanbad,Web,Google Pay,6,Monday,0,491.65,-20.52,16,4,18,9,0,0,699.275,2,0.6737406599692539,2,0,0,1,0,0.10039334357937957
TXN000119,2026-09-18 16:13:00,USER0277,MERCHANT0091,568.4,Grocery,P2P,Chennai,Android,BHIM,6,Thursday,0,568.4,0.0,16,4,18,9,0,0,568.4,1,1.0,1,0,0,1,0,0.17653397502557405
TXN000008,2026-09-18 16:13:00,USER0143,MERCHANT0426,390.5,Shopping,P2P,Bangalore,Android,Google Pay,6,Friday,0,239.62,150.88,16,4,18,9,0,0,239.615,2,1.629697639964109,2,0,0,1,0,0.14840926585338138
TXN000267,2026-09-18 16:13:00,USER0071,MERCHANT0294,927.42,Food,Bill Payment,Mumbai,Web,Google Pay,22,Tuesday,0,491.65,435.77,16,4,18,9,0,0,699.275,2,1.326259340030746,2,0,1,1,0,0.06852034064120194
TXN000600,2026-09-18 16:13:00,USER0816,MERCHANT0382,264.36,Travel,Bill Payment,Pune,Android,Google Pay,22,Saturday,0,216.68,47.68,16,4,18,9,0,0,264.36,1,1.0,1,0,0,1,0,0.23430958226640414
TXN000748,2026-09-18 16:13:00,USER0335,MERCHANT0197,85.17,Entertainment,P2M,Hyderanbad,Android,Google Pay,14,Friday,0,203.27,-118.1,16,4,18,9,0,0,203.27,2,0.4189993604565356,2,0,0,1,0,0.18377508847920376
TXN000156,2026-09-18 16:13:00,USER0143,MERCHANT0436,88.73,Food,Bill Payment,Mumbai,Android,Google Pay,22,Wednesday,0,239.62,-150.89,16,4,18,9,0,0,239.615,2,0.3703023600358909,2,0,0,1,0,0.17880409436917039
TXN000304,2026-09-18 16:13:00,USER0066,MERCHANT0405,333.74,Entertainment,Bill Payment,Bangalore,Android,BHIM,14,Tuesday,0,270.54,63.2,16,4,18,9,0,0,333.33000000000004,2,1.001230012300123,2,0,0,1,0,0.18962390535356033
TXN000415,2026-09-18 16:13:00,USER0293,MERCHANT0429,252.73,Travel,Bill Payment,Hyderanbad,Web,Google Pay,14,Monday,0,257.41,-4.68,16,4,18,9,0,0,252.73,1,1.0,1,0,0,1,0,0.23522860854864547
TXN000193,2026-09-18 16:13:00,USER0567,MERCHANT0151,224.55,Shopping,Bill Payment,Delhi,Web,BHIM,14,Wednesday,0,360.21,-135.66,16,4,18,9,0,0,224.55,1,1.0,1,0,0,1,0,0.23221783712200528
TXN000674,2026-09-18 16:13:00,USER0886,MERCHANT0047,125.03,Shopping,Bill Payment,Delhi,Android,Paytm,6,Saturday,1,306.88,-181.85,16,4,18,9,0,0,306.8766666666666,3,0.4074275224574477,3,0,0,1,0,0.042328052309677844
TXN000378,2026-09-18 16:13:00,USER0946,MERCHANT0031,217.75,Entertainment,P2P,Chennai,Web,BHIM,22,Monday,0,217.75,0.0,16,4,18,9,0,0,217.75,1,1.0,1,0,0,1,0,0.23300578219561396
TXN000822,2026-09-18 16:13:00,USER0645,MERCHANT0068,742.0,Grocery,Recharge,Chennai,Web,Google Pay,22,Thursday,0,742.0,0.0,16,4,18,9,0,0,742.0,1,1.0,1,0,1,1,0,0.14189582033175208
TXN000082,2026-09-18 16:13:00,USER0072,MERCHANT0357,259.07,Shopping,Bill Payment,Hyderanbad,Web,BHIM,14,Thursday,0,174.64,84.43,16,4,18,9,0,0,259.07,1,1.0,1,0,0,1,0,0.23543587067666116
TXN000489,2026-09-18 16:13:00,USER0324,MERCHANT0256,979.6,Travel,P2M,Hyderanbad,Web,PhonePe,22,Sunday,0,587.67,391.93,16,4,18,9,0,0,979.6,1,1.0,1,0,1,1,0,0.09824476429738405
TXN000563,2026-09-18 16:13:00,USER0284,MERCHANT0137,433.17,Utilities,P2M,Pune,Web,BHIM,6,Sunday,0,491.25,-58.08,16,4,18,9,0,0,491.25,2,0.8817709923664122,2,0,0,1,0,0.15279859232015924
TXN000859,2026-09-18 16:13:00,USER0476,MERCHANT0496,104.35,Utilities,P2P,Delhi,Android,BHIM,14,Thursday,0,100.07,4.28,16,4,18,9,0,0,100.075,2,1.042717961528853,2,0,0,1,0,0.1831748604866585
TXN000637,2026-09-18 16:13:00,USER0802,MERCHANT0039,412.89,Shopping,Recharge,Chennai,Web,Google Pay,14,Saturday,0,412.89,0.0,16,4,18,9,0,0,412.89,1,1.0,1,0,0,1,0,0.20389723324457942
TXN000896,2026-09-18 16:13:00,USER0245,MERCHANT0332,346.79,Travel,P2P,Pune,ios,BHIM,6,Thursday,0,253.15,93.64,16,4,18,9,0,0,346.79,1,1.0,1,0,0,1,0,0.21659521300220952
TXN000970,2026-09-18 16:13:00,USER0818,MERCHANT0233,43.35,Healthcare,P2M,Mumbai,Web,PhonePe,14,Wednesday,0,43.35,0.0,16,4,18,9,0,0,43.35,1,1.0,1,0,0,1,0,0.22041612520744502
TXN000341,2026-09-18 16:13:00,USER0827,MERCHANT0231,79.66,Grocery,Bill Payment,Hyderanbad,Android,BHIM,6,Tuesday,0,271.3,-191.64,16,4,18,9,0,0,324.32,3,0.2456216082881105,3,0,0,1,0,0.026486554499117188
TXN000230,2026-09-18 16:13:00,USER0655,MERCHANT0379,357.67,Grocery,P2P,Pune,ios,Paytm,6,Wednesday,0,327.78,29.89,16,4,18,9,0,0,327.78,2,1.091189212276527,2,0,0,1,0,0.18081067702056042
TXN000045,2026-09-18 16:13:00,USER0349,MERCHANT0359,41.33,Grocery,Bill Payment,Hyderanbad,Android,Google Pay,22,Thursday,0,172.36,-131.03,16,4,18,9,0,0,41.33,1,1.0,1,0,0,1,0,0.221258781391646
TXN000597,2026-09-18 17:50:18,USER0374,MERCHANT0211,138.4,Shopping,Recharge,Hyderanbad,Android,PhonePe,9,Saturday,0,186.88,-48.48,17,4,18,9,0,0,138.4,1,1.0,1,0,0,1,0,0.23453542351578044
TXN000782,2026-09-18 17:50:18,USER0692,MERCHANT0410,47.69,Food,P2M,Bangalore,ios,PhonePe,17,Thursday,0,77.18,-29.49,17,4,18,9,0,0,77.18,2,0.61790619331433,2,0,0,1,0,0.15600655362625532
TXN000893,2026-09-18 17:50:18,USER0534,MERCHANT0469,526.72,Grocery,P2P,Pune,Android,PhonePe,17,Wednesday,0,526.72,0.0,17,4,18,9,0,0,526.72,1,1.0,1,0,0,1,0,0.17844812178852165
TXN000264,2026-09-18 17:50:18,USER0750,MERCHANT0053,65.08,Shopping,P2M,Delhi,ios,Paytm,9,Tuesday,0,65.08,0.0,17,4,18,9,0,0,65.08,1,1.0,1,0,0,1,0,0.22731370902695708
TXN000227,2026-09-18 17:50:18,USER0641,MERCHANT0095,193.31,Food,Bill Payment,Pune,Web,Google Pay,17,Tuesday,0,193.31,0.0,17,4,18,9,0,0,193.31,1,1.0,1,0,0,1,0,0.2308804102192954
TXN000819,2026-09-18 17:50:18,USER0467,MERCHANT0213,196.82,Shopping,Recharge,Pune,Android,Paytm,9,Thursday,0,196.82,0.0,17,4,18,9,0,0,196.82,1,1.0,1,0,0,1,0,0.23124230693275
TXN000856,2026-09-18 17:50:18,USER0468,MERCHANT0371,102.44,Grocery,P2M,Mumbai,ios,BHIM,1,Thursday,1,102.44,0.0,17,4,18,9,0,0,102.44,1,1.0,1,0,0,1,0,0.2388862331074056
TXN000560,2026-09-18 17:50:18,USER0650,MERCHANT0479,118.99,Entertainment,Bill Payment,Pune,Android,Paytm,17,Saturday,0,190.86,-71.87,17,4,18,9,0,0,118.99,1,1.0,1,0,0,1,0,0.2356001311660224
TXN000190,2026-09-18 17:50:18,USER0542,MERCHANT0406,39.85,Shopping,P2P,Bangalore,Android,Paytm,1,Wednesday,1,175.98,-136.13,17,4,18,9,0,0,39.85,1,1.0,1,0,0,1,0,0.21945380837511858
TXN000375,2026-09-18 17:50:18,USER0474,MERCHANT0424,1561.16,Entertainment,P2M,Pune,Web,BHIM,9,Monday,0,868.12,693.04,17,4,18,9,0,0,1561.16,1,1.0,1,0,1,1,0,0.007308338631498601
TXN000745,2026-09-18 17:50:18,USER0317,MERCHANT0433,304.19,Utilities,Recharge,Pune,Android,Google Pay,1,Friday,1,304.19,0.0,17,4,18,9,0,0,304.19,1,1.0,1,0,0,1,0,0.21862150008061487
TXN000338,2026-09-18 17:50:18,USER0249,MERCHANT0081,131.45,Grocery,P2P,Bangalore,Web,PhonePe,17,Monday,0,131.45,0.0,17,4,18,9,0,0,131.45,1,1.0,1,0,0,1,0,0.23393941743050922
TXN000634,2026-09-18 17:50:18,USER0755,MERCHANT0336,118.29,Shopping,Bill Payment,Pune,Web,Google Pay,1,Saturday,1,127.49,-9.2,17,4,18,9,0,0,134.55,2,0.8791527313266443,2,0,0,1,0,0.18130119176450088
TXN000412,2026-09-18 17:50:18,USER0803,MERCHANT0118,58.87,Utilities,P2P,Hyderanbad,Web,Paytm,1,Monday,1,126.4,-67.53,17,4,18,9,0,0,58.87,1,1.0,1,0,0,1,0,0.22341156686877123
TXN000116,2026-09-18 17:50:18,USER0168,MERCHANT0363,245.07,Food,Recharge,Chennai,ios,Paytm,17,Wednesday,0,245.07,0.0,17,4,18,9,0,0,245.07,1,1.0,1,0,0,1,0,0.2271320640713641
TXN000708,2026-09-18 17:50:18,USER0119,MERCHANT0446,1048.16,Utilities,P2M,Hyderanbad,Web,Paytm,9,Friday,0,503.89,544.27,17,4,18,9,0,0,503.8933333333334,3,2.0801227773073667,3,0,1,-1,1,-0.031157959815050762
TXN000671,2026-09-18 17:50:18,USER0409,MERCHANT0148,630.23,Healthcare,Recharge,Mumbai,Web,Google Pay,17,Friday,0,381.07,249.16,17,4,18,9,0,0,630.23,1,1.0,1,0,0,1,0,0.16255356302291835
TXN000486,2026-09-18 17:50:18,USER0661,MERCHANT0186,43.72,Entertainment,P2M,Bangalore,Web,Paytm,9,Sunday,0,43.72,0.0,17,4,18,9,0,0,43.72,1,1.0,1,0,0,1,0,0.21926242460664708
TXN000523,2026-09-18 17:50:18,USER0009,MERCHANT0237,93.45,Food,Recharge,Pune,Web,PhonePe,1,Sunday,1,93.45,0.0,17,4,18,9,0,0,93.45,1,1.0,1,0,0,1,0,0.23663943587459196
TXN000930,2026-09-18 17:50:18,USER0789,MERCHANT0381,169.74,Utilities,Bill Payment,Hyderanbad,ios,PhonePe,9,Wednesday,0,118.27,51.47,17,4,18,9,0,0,169.74,1,1.0,1,0,0,1,0,0.23438171251275908
TXN000079,2026-09-18 17:50:18,USER0592,MERCHANT0322,198.69,Travel,Recharge,Mumbai,ios,BHIM,1,Thursday,1,198.69,0.0,17,4,18,9,0,0,198.69,1,1.0,1,0,0,1,0,0.23068764759825944
TXN000042,2026-09-18 17:50:18,USER0164,MERCHANT0486,215.16,Utilities,P2M,Pune,Android,BHIM,9,Thursday,0,993.21,-778.05,17,4,18,9,0,0,1483.6999999999998,2,0.1450158387814248,2,0,0,1,0,0.02186697866540721
TXN000005,2026-09-18 17:50:18,USER0282,MERCHANT0143,143.43,Food,P2M,Mumbai,ios,Google Pay,17,Thursday,0,148.4,-4.97,17,4,18,9,0,0,143.43,1,1.0,1,0,0,1,0,0.23368655877524225
TXN000449,2026-09-18 17:50:18,USER0083,MERCHANT0344,108.43,Utilities,Recharge,Chennai,Android,BHIM,17,Sunday,0,245.38,-136.95,17,4,18,9,0,0,245.375,2,0.4418950585838003,2,0,0,1,0,0.17996456419153212
TXN000153,2026-09-18 17:50:18,USER0470,MERCHANT0173,91.83,Utilities,P2M,Bangalore,Android,Paytm,9,Wednesday,0,461.62,-369.79,17,4,18,9,0,0,461.62,2,0.1989298557254885,2,0,0,1,0,0.13861369550747166
TXN000301,2026-09-18 17:50:18,USER0124,MERCHANT0214,79.12,Travel,Recharge,Bangalore,ios,BHIM,1,Tuesday,1,79.12,0.0,17,4,18,9,0,0,79.12,1,1.0,1,0,0,1,0,0.23143203300971554
TXN000967,2026-09-18 17:50:18,USER0345,MERCHANT0486,92.17,Travel,Recharge,Chennai,ios,Paytm,1,Wednesday,1,171.42,-79.25,17,4,18,9,0,0,171.415,2,0.5377009013213546,2,0,0,1,0,0.178353469211063
TXN000557,2026-09-18 19:27:36,USER0867,MERCHANT0438,111.32,Travel,P2P,Delhi,Web,BHIM,4,Saturday,1,111.32,0.0,19,4,18,9,0,0,111.32,1,1.0,1,0,0,1,0,0.23191837819357497
TXN000076,2026-09-18 19:27:36,USER0907,MERCHANT0304,412.36,Utilities,P2P,Bangalore,ios,BHIM,12,Wednesday,0,385.56,26.8,19,4,18,9,0,0,412.36,1,1.0,1,0,0,1,0,0.18826493844547937
TXN000113,2026-09-18 19:27:36,USER0547,MERCHANT0457,192.53,Entertainment,Bill Payment,Hyderanbad,Web,Google Pay,4,Wednesday,1,114.86,77.67,19,4,18,9,0,0,114.86,2,1.6762145220268152,2,0,0,1,0,0.14412927445148183
TXN000964,2026-09-18 19:27:36,USER0498,MERCHANT0098,368.34,Travel,P2P,Bangalore,ios,Google Pay,12,Tuesday,0,267.72,100.62,19,4,18,9,0,0,310.0233333333333,3,1.1881041211951788,3,0,0,1,0,0.04430223738176309
TXN000002,2026-09-18 19:27:36,USER0115,MERCHANT0390,157.86,Grocery,P2M,Mumbai,ios,Google Pay,4,Thursday,1,390.4,-232.54,19,4,18,9,0,0,230.44,2,0.6850373199097379,2,0,0,1,0,0.17766389554018397
TXN000187,2026-09-18 19:27:36,USER0391,MERCHANT0365,290.98,Shopping,Bill Payment,Pune,Android,Paytm,12,Tuesday,0,290.98,0.0,19,4,18,9,0,0,290.98,1,1.0,1,0,0,1,0,0.2185791999464997
TXN000520,2026-09-18 19:27:36,USER0827,MERCHANT0431,384.29,Healthcare,Recharge,Bangalore,ios,Paytm,12,Saturday,0,271.3,112.99,19,4,18,9,0,0,324.32,3,1.1849099654662063,3,0,0,1,0,0.04104983451679667
TXN000927,2026-09-18 19:27:36,USER0431,MERCHANT0277,103.66,Entertainment,P2M,Delhi,Web,Paytm,20,Tuesday,0,86.9,16.76,19,4,18,9,0,0,103.66,1,1.0,1,0,0,1,0,0.2316343922928661
TXN000890,2026-09-18 19:27:36,USER0284,MERCHANT0483,549.33,Shopping,Bill Payment,Mumbai,Web,Google Pay,4,Wednesday,1,491.25,58.08,19,4,18,9,0,0,491.25,2,1.118229007633588,2,0,0,1,0,0.13730559699518508
TXN000150,2026-09-18 19:27:36,USER0906,MERCHANT0313,243.96,Shopping,P2M,Chennai,Web,BHIM,20,Tuesday,0,151.39,92.57,19,4,18,9,0,0,243.96,1,1.0,1,0,0,1,0,0.22214921596995946
TXN000853,2026-09-18 19:27:36,USER0940,MERCHANT0116,95.83,Entertainment,Bill Payment,Pune,ios,BHIM,12,Wednesday,0,95.83,0.0,19,4,18,9,0,0,95.83,1,1.0,1,0,0,1,0,0.2314411563892858
TXN000483,2026-09-18 19:27:36,USER0406,MERCHANT0028,36.36,Food,Bill Payment,Pune,Android,Paytm,20,Saturday,0,170.93,-134.57,19,4,18,9,0,0,170.93,2,0.2127186567600772,2,0,0,1,0,0.1436395038050543
