transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,transaction_type,location,device_type,upi_channel,hour_of_day,day_of_week,risk_label,historical_avg_amount,amount_deviation
TXN000392,48:38.9,USER0096,MERCHANT0156,296.46,Shopping,Recharge,Pune,ios,Google Pay,10,Thursday,0,175.79,120.67
TXN000393,08:06.5,USER0949,MERCHANT0359,48.41,Utilities,P2M,Mumbai,ios,PhonePe,15,Thursday,0,208.86,-160.45
TXN000394,27:34.1,USER0772,MERCHANT0207,1131.68,Grocery,P2M,Hyderanbad,Web,PhonePe,19,Thursday,0,1140.34,-8.66
TXN000395,47:01.6,USER0870,MERCHANT0483,589.6,Shopping,P2P,Hyderanbad,Web,Paytm,23,Thursday,0,589.6,0
TXN000396,06:29.2,USER0243,MERCHANT0140,113.39,Utilities,P2M,Hyderanbad,Web,Paytm,4,Friday,1,651.89,-538.5
TXN000397,25:56.8,USER0171,MERCHANT0257,32.68,Grocery,Bill Payment,Pune,ios,BHIM,8,Friday,0,32.68,0
TXN000398,45:24.3,USER0417,MERCHANT0277,701.96,Shopping,P2M,Chennai,Web,BHIM,12,Friday,0,379.84,322.12
TXN000399,04:51.9,USER0498,MERCHANT0253,161.65,Travel,Bill Payment,Delhi,Web,Paytm,17,Friday,0,267.72,-106.07
TXN000400,24:19.5,USER0493,MERCHANT0225,625.04,Travel,Bill Payment,Bangalore,ios,BHIM,21,Friday,0,625.04,0
TXN000401,43:47.0,USER0219,MERCHANT0042,36.8,Grocery,P2M,Bangalore,Web,Google Pay,1,Saturday,1,253.2,-216.4
TXN000402,03:14.6,USER0886,MERCHANT0307,99.55,Grocery,Bill Payment,Hyderanbad,ios,Google Pay,6,Saturday,0,306.88,-207.33
TXN000403,22:42.2,USER0411,MERCHANT0021,182.23,Shopping,P2M,Bangalore,Android,BHIM,10,Saturday,0,518.12,-335.89
TXN000404,42:09.7,USER0925,MERCHANT0456,189.99,Healthcare,P2M,Mumbai,Android,BHIM,14,Saturday,0,145.96,44.03
TXN000405,01:37.3,USER0061,MERCHANT0222,115.58,Shopping,Recharge,Mumbai,Web,Paytm,19,Saturday,0,150.35,-34.77
TXN000406,21:04.9,USER0169,MERCHANT0377,337.93,Grocery,Bill Payment,Delhi,Android,Paytm,23,Saturday,0,337.93,0
TXN000407,40:32.4,USER0389,MERCHANT0166,62.33,Entertainment,Bill Payment,Bangalore,Android,BHIM,3,Sunday,1,118.4,-56.07
TXN000408,00:00.0,USER0003,MERCHANT0310,157.22,Healthcare,P2P,Pune,ios,Google Pay,8,Sunday,0,157.22,0
TXN000409,19:27.6,USER0400,MERCHANT0129,204.44,Healthcare,P2M,Bangalore,ios,PhonePe,12,Sunday,0,133.3,71.14
TXN000410,38:55.1,USER0272,MERCHANT0014,303.21,Grocery,Recharge,Pune,Web,BHIM,16,Sunday,0,148.86,154.35
TXN000411,58:22.7,USER0949,MERCHANT0047,369.3,Utilities,Recharge,Chennai,ios,Paytm,20,Sunday,0,208.86,160.44
TXN000412,17:50.3,USER0803,MERCHANT0118,58.87,Utilities,P2P,Hyderanbad,Web,Paytm,1,Monday,1,126.4,-67.53
TXN000413,37:17.8,USER0804,MERCHANT0493,39.09,Utilities,Bill Payment,Pune,Web,BHIM,5,Monday,0,156.52,-117.43
TXN000414,56:45.4,USER0466,MERCHANT0346,650.46,Travel,Recharge,Chennai,ios,Paytm,9,Monday,0,376.42,274.04
TXN000415,16:13.0,USER0293,MERCHANT0429,252.73,Travel,Bill Payment,Hyderanbad,Web,Google Pay,14,Monday,0,257.41,-4.68
TXN000416,35:40.5,USER0434,MERCHANT0441,85.76,Utilities,Recharge,Mumbai,Android,Paytm,18,Monday,0,191.95,-106.19
TXN000417,55:08.1,USER0714,MERCHANT0295,855.04,Utilities,Recharge,Bangalore,Android,PhonePe,22,Monday,0,558.28,296.76
TXN000418,14:35.7,USER0981,MERCHANT0301,203.5,Healthcare,P2M,Chennai,Android,PhonePe,3,Tuesday,1,251.91,-48.41
TXN000419,34:03.2,USER0749,MERCHANT0487,589.51,Entertainment,Bill Payment,Delhi,ios,Google Pay,7,Tuesday,0,589.51,0
TXN000420,53:30.8,USER0803,MERCHANT0011,193.93,Grocery,Recharge,Bangalore,Android,Paytm,11,Tuesday,0,126.4,67.53
TXN000421,12:58.4,USER0570,MERCHANT0392,1423.32,Travel,P2M,Hyderanbad,Web,Paytm,16,Tuesday,0,1423.32,0
TXN000422,32:25.9,USER0678,MERCHANT0345,1048.74,Healthcare,Recharge,Bangalore,Web,BHIM,20,Tuesday,0,578.35,470.39
TXN000423,51:53.5,USER0736,MERCHANT0421,141.32,Utilities,P2M,Delhi,Web,PhonePe,0,Wednesday,1,158.49,-17.17
TXN000424,11:21.1,USER0499,MERCHANT0138,478.94,Entertainment,P2M,Hyderanbad,ios,BHIM,5,Wednesday,0,478.94,0
TXN000425,30:48.6,USER0159,MERCHANT0296,345.63,Food,Bill Payment,Hyderanbad,Android,BHIM,9,Wednesday,0,286.2,59.43
TXN000426,50:16.2,USER0195,MERCHANT0021,712.39,Shopping,P2M,Delhi,ios,Paytm,13,Wednesday,0,323.03,389.36
TXN000427,09:43.8,USER0304,MERCHANT0391,69.07,Utilities,Recharge,Bangalore,Web,PhonePe,18,Wednesday,0,69.07,0
TXN000428,29:11.4,USER0223,MERCHANT0388,359.98,Travel,P2P,Delhi,Android,BHIM,22,Wednesday,0,359.98,0
TXN000429,48:38.9,USER0992,MERCHANT0090,522.4,Utilities,Recharge,Pune,Android,Paytm,2,Thursday,1,522.4,0
TXN000430,08:06.5,USER0060,MERCHANT0241,31.23,Food,Recharge,Mumbai,Android,Google Pay,7,Thursday,0,337.36,-306.13
TXN000431,27:34.1,USER0594,MERCHANT0266,55.52,Grocery,P2M,Delhi,ios,PhonePe,11,Thursday,0,196.55,-141.03
TXN000432,47:01.6,USER0754,MERCHANT0334,23.59,Travel,Recharge,Hyderanbad,Android,Paytm,15,Thursday,0,29.01,-5.42
TXN000433,06:29.2,USER0556,MERCHANT0227,138.46,Grocery,P2M,Pune,ios,Google Pay,20,Thursday,0,334.43,-195.97
TXN000434,25:56.8,USER0063,MERCHANT0470,371.5,Healthcare,Bill Payment,Mumbai,Android,BHIM,0,Friday,1,310.9,60.6
TXN000435,45:24.3,USER0766,MERCHANT0143,814.32,Healthcare,P2M,Delhi,Web,BHIM,4,Friday,1,433.09,381.23
TXN000436,04:51.9,USER0322,MERCHANT0093,195.21,Shopping,Bill Payment,Mumbai,ios,BHIM,9,Friday,0,257.26,-62.05
TXN000437,24:19.5,USER0059,MERCHANT0300,923.91,Entertainment,P2P,Bangalore,Android,Google Pay,13,Friday,0,639.02,284.89
TXN000438,43:47.0,USER0052,MERCHANT0224,45.6,Grocery,Recharge,Hyderanbad,ios,Google Pay,17,Friday,0,113.63,-68.03
TXN000439,03:14.6,USER0599,MERCHANT0326,33,Utilities,Bill Payment,Delhi,Android,BHIM,22,Friday,0,238.16,-205.16
TXN000440,22:42.2,USER0489,MERCHANT0417,171.48,Entertainment,P2P,Hyderanbad,Web,BHIM,2,Saturday,1,137.3,34.18
TXN000441,42:09.7,USER0515,MERCHANT0252,266.15,Food,P2M,Pune,Web,Google Pay,6,Saturday,0,266.15,0
TXN000442,01:37.3,USER0942,MERCHANT0497,175.44,Grocery,P2P,Pune,Web,Paytm,11,Saturday,0,101.42,74.02
TXN000443,21:04.9,USER0874,MERCHANT0047,22.93,Food,Bill Payment,Mumbai,Android,PhonePe,15,Saturday,0,53.82,-30.89
TXN000444,40:32.4,USER0544,MERCHANT0241,165.82,Entertainment,Recharge,Pune,ios,BHIM,19,Saturday,0,183.16,-17.34
TXN000445,00:00.0,USER0162,MERCHANT0179,49.18,Travel,P2P,Chennai,ios,Google Pay,0,Sunday,1,170.91,-121.73
TXN000446,19:27.6,USER0059,MERCHANT0210,354.13,Travel,P2P,Pune,Web,Paytm,4,Sunday,1,639.02,-284.89
TXN000447,38:55.1,USER0984,MERCHANT0171,261.54,Utilities,P2M,Delhi,Web,Paytm,8,Sunday,0,261.54,0
TXN000448,58:22.7,USER0521,MERCHANT0165,70.82,Utilities,P2M,Hyderanbad,Web,Paytm,12,Sunday,1,70.82,0
TXN000449,17:50.3,USER0083,MERCHANT0344,108.43,Utilities,Recharge,Chennai,Android,BHIM,17,Sunday,0,245.38,-136.95
TXN000450,37:17.8,USER0872,MERCHANT0054,62.85,Food,P2M,Mumbai,ios,Google Pay,21,Sunday,0,62.85,0
TXN000451,56:45.4,USER0191,MERCHANT0440,170.26,Shopping,Bill Payment,Pune,Android,PhonePe,1,Monday,1,170.26,0
TXN000452,16:13.0,USER0071,MERCHANT0083,471.13,Shopping,Bill Payment,Hyderanbad,Web,Google Pay,6,Monday,0,491.65,-20.52
TXN000453,35:40.5,USER0610,MERCHANT0169,67.65,Shopping,P2P,Bangalore,Web,Google Pay,10,Monday,0,459.79,-392.14
TXN000454,55:08.1,USER0070,MERCHANT0211,300.08,Travel,P2M,Delhi,Android,Paytm,14,Monday,0,216.5,83.58
TXN000455,14:35.7,USER0692,MERCHANT0356,106.67,Travel,P2M,Pune,Web,PhonePe,19,Monday,0,77.18,29.49
TXN000456,34:03.2,USER0883,MERCHANT0254,82.03,Healthcare,P2P,Pune,ios,BHIM,23,Monday,0,151.37,-69.34
TXN000457,53:30.8,USER0241,MERCHANT0148,162.87,Shopping,Recharge,Pune,Web,BHIM,3,Tuesday,1,133.12,29.75
TXN000458,12:58.4,USER0414,MERCHANT0340,64.38,Entertainment,P2M,Hyderanbad,ios,Paytm,8,Tuesday,0,64.38,0
TXN000459,32:25.9,USER0123,MERCHANT0484,104.2,Utilities,P2M,Delhi,Web,BHIM,12,Tuesday,0,104.2,0
TXN000460,51:53.5,USER0965,MERCHANT0206,54.71,Grocery,Recharge,Chennai,Android,Google Pay,16,Tuesday,0,54.71,0
TXN000461,11:21.1,USER0912,MERCHANT0417,1293.01,Healthcare,P2M,Chennai,Web,Paytm,21,Tuesday,0,741.54,551.47
TXN000462,30:48.6,USER0584,MERCHANT0390,187.78,Entertainment,Bill Payment,Delhi,Web,PhonePe,1,Wednesday,1,187.78,0
TXN000463,50:16.2,USER0253,MERCHANT0282,90.04,Entertainment,Bill Payment,Hyderanbad,Android,Google Pay,5,Wednesday,0,630.62,-540.58
TXN000464,09:43.8,USER0593,MERCHANT0019,224.52,Shopping,Recharge,Mumbai,Web,PhonePe,10,Wednesday,0,224.52,0
TXN000465,29:11.4,USER0609,MERCHANT0233,162.01,Grocery,Recharge,Chennai,Android,PhonePe,14,Wednesday,0,162.01,0
TXN000466,48:38.9,USER0041,MERCHANT0046,145.33,Shopping,Bill Payment,Chennai,Android,Google Pay,18,Wednesday,0,288.92,-143.59
TXN000467,08:06.5,USER0635,MERCHANT0162,335.01,Grocery,Bill Payment,Delhi,ios,PhonePe,23,Wednesday,0,346.68,-11.67
TXN000468,27:34.1,USER0084,MERCHANT0130,386.65,Utilities,Bill Payment,Hyderanbad,Web,Paytm,3,Thursday,1,386.65,0
TXN000469,47:01.6,USER0430,MERCHANT0166,106.64,Entertainment,Bill Payment,Hyderanbad,Web,Paytm,7,Thursday,0,468.18,-361.54
TXN000470,06:29.2,USER0674,MERCHANT0060,101.92,Travel,Recharge,Pune,Web,Google Pay,12,Thursday,0,101.92,0
TXN000471,25:56.8,USER0598,MERCHANT0497,137.68,Shopping,Recharge,Hyderanbad,ios,BHIM,16,Thursday,0,205.79,-68.11
TXN000472,45:24.3,USER0579,MERCHANT0396,18.14,Shopping,P2P,Pune,Web,PhonePe,20,Thursday,0,18.14,0
TXN000473,04:51.9,USER0536,MERCHANT0207,39.84,Entertainment,Recharge,Bangalore,ios,Google Pay,1,Friday,1,39.84,0
TXN000474,24:19.5,USER0324,MERCHANT0443,711.14,Healthcare,Bill Payment,Hyderanbad,ios,PhonePe,5,Friday,0,587.67,123.47
TXN000475,43:47.0,USER0958,MERCHANT0264,939.14,Entertainment,P2M,Delhi,Web,Google Pay,9,Friday,0,567.34,371.8
TXN000476,03:14.6,USER0268,MERCHANT0423,141.31,Utilities,Bill Payment,Pune,Web,PhonePe,14,Friday,0,359.58,-218.27
TXN000477,22:42.2,USER0210,MERCHANT0001,322.65,Healthcare,Bill Payment,Bangalore,Android,BHIM,18,Friday,0,322.65,0
TXN000478,42:09.7,USER0686,MERCHANT0337,247.46,Food,Recharge,Mumbai,ios,Google Pay,22,Friday,0,318.06,-70.6
TXN000479,01:37.3,USER0734,MERCHANT0446,3939.78,Shopping,P2P,Mumbai,ios,Paytm,3,Saturday,1,2101.86,1837.92
TXN000480,21:04.9,USER0322,MERCHANT0278,555.34,Grocery,P2M,Mumbai,ios,BHIM,7,Saturday,0,257.26,298.08
TXN000481,40:32.4,USER0245,MERCHANT0237,159.51,Utilities,P2M,Pune,ios,Paytm,11,Saturday,0,253.15,-93.64
TXN000482,00:00.0,USER0272,MERCHANT0212,69.72,Entertainment,P2P,Hyderanbad,ios,BHIM,16,Saturday,0,148.86,-79.14
TXN000483,19:27.6,USER0406,MERCHANT0028,36.36,Food,Bill Payment,Pune,Android,Paytm,20,Saturday,0,170.93,-134.57
TXN000484,38:55.1,USER0135,MERCHANT0097,222.17,Shopping,Recharge,Mumbai,Android,BHIM,0,Sunday,1,222.17,0
TXN000485,58:22.7,USER0688,MERCHANT0266,85.08,Shopping,Bill Payment,Hyderanbad,ios,PhonePe,4,Sunday,1,254.51,-169.43
TXN000486,17:50.3,USER0661,MERCHANT0186,43.72,Entertainment,P2M,Bangalore,Web,Paytm,9,Sunday,0,43.72,0
TXN000487,37:17.8,USER0308,MERCHANT0319,94.96,Entertainment,P2M,Mumbai,Web,PhonePe,13,Sunday,0,96,-1.04
TXN000488,56:45.4,USER0469,MERCHANT0388,61.46,Entertainment,Bill Payment,Delhi,Web,Google Pay,17,Sunday,0,61.46,0
TXN000489,16:13.0,USER0324,MERCHANT0256,979.6,Travel,P2M,Hyderanbad,Web,PhonePe,22,Sunday,0,587.67,391.93
TXN000490,35:40.5,USER0952,MERCHANT0321,437.75,Food,Recharge,Pune,ios,Paytm,2,Monday,1,746.52,-308.77
TXN000491,55:08.1,USER0770,MERCHANT0227,179.83,Utilities,P2M,Pune,Web,BHIM,6,Monday,0,509.49,-329.66
TXN000492,14:35.7,USER0959,MERCHANT0390,796.27,Entertainment,Recharge,Delhi,Web,PhonePe,11,Monday,0,796.27,0
TXN000493,34:03.2,USER0075,MERCHANT0027,195.85,Grocery,Bill Payment,Chennai,ios,BHIM,15,Monday,0,318.56,-122.71
TXN000494,53:30.8,USER0010,MERCHANT0105,76.61,Shopping,Bill Payment,Pune,Web,Google Pay,19,Monday,0,234.22,-157.61
TXN000495,12:58.4,USER0470,MERCHANT0137,831.41,Utilities,Recharge,Delhi,Web,Google Pay,0,Tuesday,1,461.62,369.79
TXN000496,32:25.9,USER0637,MERCHANT0282,310.73,Travel,Recharge,Mumbai,Web,Paytm,4,Tuesday,1,310.73,0
TXN000497,51:53.5,USER0577,MERCHANT0068,64.25,Entertainment,Recharge,Mumbai,Web,BHIM,8,Tuesday,0,64.25,0
TXN000498,11:21.1,USER0103,MERCHANT0475,149.85,Healthcare,P2M,Pune,Android,PhonePe,13,Tuesday,0,149.85,0
TXN000499,30:48.6,USER0076,MERCHANT0148,75.52,Shopping,Bill Payment,Hyderanbad,Android,PhonePe,17,Tuesday,0,75.52,0
TXN000500,50:16.2,USER0551,MERCHANT0225,45.48,Healthcare,P2M,Chennai,Android,Google Pay,21,Tuesday,0,45.48,0
TXN000501,09:43.8,USER0219,MERCHANT0451,457.68,Food,P2M,Pune,Web,BHIM,2,Wednesday,1,253.2,204.48
TXN000502,29:11.4,USER0519,MERCHANT0358,1223.43,Entertainment,Recharge,Mumbai,Web,BHIM,6,Wednesday,0,1223.43,0
TXN000503,48:38.9,USER0272,MERCHANT0249,44.77,Entertainment,P2M,Hyderanbad,ios,Google Pay,10,Wednesday,0,148.86,-104.09
TXN000504,08:06.5,USER0136,MERCHANT0063,318.29,Healthcare,P2P,Delhi,Web,PhonePe,15,Wednesday,1,248.68,69.61
TXN000505,27:34.1,USER0956,MERCHANT0015,94.57,Entertainment,P2P,Mumbai,ios,Google Pay,19,Wednesday,0,105.41,-10.84
TXN000506,47:01.6,USER0358,MERCHANT0499,111.37,Entertainment,P2P,Delhi,Web,BHIM,23,Wednesday,0,111.37,0
TXN000507,06:29.2,USER0903,MERCHANT0323,100.24,Utilities,P2P,Chennai,Android,PhonePe,4,Thursday,1,320.83,-220.59
TXN000508,25:56.8,USER0071,MERCHANT0312,76.4,Grocery,P2P,Chennai,Web,Google Pay,8,Thursday,0,491.65,-415.25
TXN000509,45:24.3,USER0901,MERCHANT0410,190.28,Entertainment,Recharge,Bangalore,Web,BHIM,12,Thursday,0,190.28,0
TXN000510,04:51.9,USER0251,MERCHANT0123,78.97,Entertainment,P2M,Hyderanbad,Android,BHIM,17,Thursday,0,285.6,-206.63
TXN000511,24:19.5,USER0379,MERCHANT0364,237.57,Travel,P2M,Mumbai,Web,Paytm,21,Thursday,0,326.71,-89.14
TXN000512,43:47.0,USER0292,MERCHANT0082,172.39,Utilities,P2P,Delhi,Web,Paytm,1,Friday,1,172.39,0
TXN000513,03:14.6,USER0162,MERCHANT0160,142.74,Shopping,P2M,Delhi,Web,Google Pay,6,Friday,0,170.91,-28.17
TXN000514,22:42.2,USER0449,MERCHANT0283,73.14,Grocery,P2P,Delhi,Web,PhonePe,10,Friday,0,259.41,-186.27
TXN000515,42:09.7,USER0854,MERCHANT0008,101.82,Shopping,P2M,Pune,ios,PhonePe,14,Friday,0,583.45,-481.63
TXN000516,01:37.3,USER0557,MERCHANT0283,385.83,Shopping,Recharge,Pune,Web,Paytm,19,Friday,0,385.83,0
TXN000517,21:04.9,USER0721,MERCHANT0209,299.14,Food,Bill Payment,Chennai,Android,BHIM,23,Friday,0,299.14,0
TXN000518,40:32.4,USER0310,MERCHANT0048,68.2,Food,P2P,Bangalore,ios,Paytm,3,Saturday,1,68.2,0
TXN000519,00:00.0,USER0627,MERCHANT0116,200.2,Shopping,Recharge,Chennai,Web,Google Pay,8,Saturday,0,200.2,0
TXN000520,19:27.6,USER0827,MERCHANT0431,384.29,Healthcare,Recharge,Bangalore,ios,Paytm,12,Saturday,0,271.3,112.99
TXN000521,38:55.1,USER0670,MERCHANT0468,34.14,Travel,P2P,Chennai,Web,PhonePe,16,Saturday,0,50.33,-16.19
TXN000522,58:22.7,USER0542,MERCHANT0059,312.11,Food,P2P,Delhi,Web,Google Pay,20,Saturday,0,175.98,136.13
TXN000523,17:50.3,USER0009,MERCHANT0237,93.45,Food,Recharge,Pune,Web,PhonePe,1,Sunday,1,93.45,0
TXN000524,37:17.8,USER0684,MERCHANT0485,320.73,Food,P2P,Chennai,Web,Google Pay,5,Sunday,0,331.04,-10.31
TXN000525,56:45.4,USER0837,MERCHANT0061,84.5,Food,P2P,Hyderanbad,ios,BHIM,9,Sunday,0,130.72,-46.22
TXN000526,16:13.0,USER0568,MERCHANT0332,29.82,Grocery,Bill Payment,Chennai,Web,Paytm,14,Sunday,0,59.02,-29.2
TXN000527,35:40.5,USER0307,MERCHANT0427,35.6,Shopping,Bill Payment,Hyderanbad,Web,PhonePe,18,Sunday,0,35.6,0
TXN000528,55:08.1,USER0955,MERCHANT0079,190.2,Healthcare,P2P,Delhi,Web,Google Pay,22,Sunday,0,190.2,0
TXN000529,14:35.7,USER0680,MERCHANT0256,235.03,Healthcare,Recharge,Pune,ios,Paytm,3,Monday,1,412.99,-177.96
TXN000530,34:03.2,USER0107,MERCHANT0478,73.38,Grocery,P2M,Chennai,ios,PhonePe,7,Monday,0,73.38,0
TXN000531,53:30.8,USER0962,MERCHANT0367,343.3,Utilities,P2P,Hyderanbad,Android,BHIM,11,Monday,0,242.92,100.38
TXN000532,12:58.4,USER0900,MERCHANT0150,34.41,Healthcare,P2P,Pune,Web,Google Pay,16,Monday,0,256.95,-222.54
TXN000533,32:25.9,USER0138,MERCHANT0261,169.68,Utilities,P2M,Bangalore,Android,PhonePe,20,Monday,0,169.68,0
TXN000534,51:53.5,USER0271,MERCHANT0362,54,Healthcare,P2M,Delhi,Android,PhonePe,0,Tuesday,1,244.17,-190.17
TXN000535,11:21.1,USER0119,MERCHANT0140,94.46,Entertainment,P2M,Chennai,ios,BHIM,5,Tuesday,0,503.89,-409.43
TXN000536,30:48.6,USER0912,MERCHANT0213,190.07,Utilities,Bill Payment,Chennai,Android,Google Pay,9,Tuesday,0,741.54,-551.47
TXN000537,50:16.2,USER0110,MERCHANT0428,76.68,Grocery,Bill Payment,Delhi,Android,Paytm,13,Tuesday,0,111.52,-34.84
TXN000538,09:43.8,USER0761,MERCHANT0248,123.4,Entertainment,Bill Payment,Pune,Web,PhonePe,18,Tuesday,0,123.4,0
TXN000539,29:11.4,USER0567,MERCHANT0242,495.86,Shopping,Recharge,Pune,Android,Google Pay,22,Tuesday,0,360.21,135.65
TXN000540,48:38.9,USER0160,MERCHANT0125,101.81,Healthcare,P2P,Chennai,Android,Google Pay,2,Wednesday,1,108.08,-6.27
TXN000541,08:06.5,USER0279,MERCHANT0234,418.09,Utilities,Bill Payment,Mumbai,ios,BHIM,7,Wednesday,0,302.32,115.77
TXN000542,27:34.1,USER0289,MERCHANT0283,58.57,Food,Recharge,Chennai,Android,PhonePe,11,Wednesday,0,58.57,0
TXN000543,47:01.6,USER0620,MERCHANT0075,307.91,Utilities,Recharge,Hyderanbad,ios,Paytm,15,Wednesday,0,307.91,0
TXN000544,06:29.2,USER0216,MERCHANT0197,766.3,Travel,P2M,Bangalore,Web,PhonePe,20,Wednesday,0,684.59,81.71
TXN000545,25:56.8,USER0735,MERCHANT0098,15.31,Food,P2M,Hyderanbad,ios,PhonePe,0,Thursday,1,15.31,0
TXN000546,45:24.3,USER0352,MERCHANT0472,81.7,Food,Bill Payment,Mumbai,Android,Paytm,4,Thursday,1,81.7,0
TXN000547,04:51.9,USER0209,MERCHANT0307,322.81,Food,P2P,Pune,Android,Google Pay,9,Thursday,0,322.81,0
TXN000548,24:19.5,USER0704,MERCHANT0261,147.96,Healthcare,P2P,Hyderanbad,Web,PhonePe,13,Thursday,0,90.37,57.59
TXN000549,43:47.0,USER0650,MERCHANT0383,262.73,Entertainment,P2P,Delhi,ios,Google Pay,17,Thursday,0,190.86,71.87
TXN000550,03:14.6,USER0874,MERCHANT0451,99.09,Healthcare,Recharge,Hyderanbad,Android,BHIM,22,Thursday,0,53.82,45.27
TXN000551,22:42.2,USER0271,MERCHANT0070,197.67,Utilities,Recharge,Pune,Web,Google Pay,2,Friday,1,244.17,-46.5
TXN000552,42:09.7,USER0518,MERCHANT0443,155.14,Healthcare,Recharge,Chennai,Android,Paytm,6,Friday,0,174.54,-19.4
TXN000553,01:37.3,USER0501,MERCHANT0036,582.76,Food,Recharge,Hyderanbad,ios,Paytm,11,Friday,0,347.75,235.01
TXN000554,21:04.9,USER0258,MERCHANT0142,233.79,Entertainment,P2P,Mumbai,ios,BHIM,15,Friday,0,174.89,58.9
TXN000555,40:32.4,USER0928,MERCHANT0396,254.07,Travel,P2P,Bangalore,Android,Google Pay,19,Friday,0,252.38,1.69
TXN000556,00:00.0,USER0930,MERCHANT0405,120.08,Grocery,P2M,Pune,Web,PhonePe,0,Saturday,1,120.08,0
TXN000557,19:27.6,USER0867,MERCHANT0438,111.32,Travel,P2P,Delhi,Web,BHIM,4,Saturday,1,111.32,0
TXN000558,38:55.1,USER0053,MERCHANT0213,117.62,Shopping,Recharge,Chennai,Web,Paytm,8,Saturday,0,117.62,0
TXN000559,58:22.7,USER0095,MERCHANT0175,268.93,Entertainment,Recharge,Mumbai,Web,Google Pay,12,Saturday,0,180.52,88.41
TXN000560,17:50.3,USER0650,MERCHANT0479,118.99,Entertainment,Bill Payment,Pune,Android,Paytm,17,Saturday,0,190.86,-71.87
TXN000561,37:17.8,USER0434,MERCHANT0404,242.2,Food,P2P,Delhi,Web,PhonePe,21,Saturday,0,191.95,50.25
TXN000562,56:45.4,USER0850,MERCHANT0260,1444.33,Travel,P2P,Delhi,Web,BHIM,1,Sunday,1,809.61,634.72
TXN000563,16:13.0,USER0284,MERCHANT0137,433.17,Utilities,P2M,Pune,Web,BHIM,6,Sunday,0,491.25,-58.08
TXN000564,35:40.5,USER0046,MERCHANT0421,130.84,Shopping,P2M,Chennai,ios,Paytm,10,Sunday,0,200.52,-69.68
TXN000565,55:08.1,USER0004,MERCHANT0002,602.58,Healthcare,Recharge,Mumbai,Android,BHIM,14,Sunday,0,536.59,65.99
TXN000566,14:35.7,USER0342,MERCHANT0145,120.53,Entertainment,Bill Payment,Chennai,Web,Google Pay,19,Sunday,0,120.53,0
TXN000567,34:03.2,USER0790,MERCHANT0372,23.61,Healthcare,P2P,Chennai,Web,Google Pay,23,Sunday,0,23.61,0
TXN000568,53:30.8,USER0134,MERCHANT0153,66.15,Travel,P2P,Chennai,ios,Paytm,3,Monday,1,66.15,0
TXN000569,12:58.4,USER0653,MERCHANT0429,27.92,Food,Bill Payment,Chennai,Web,Paytm,8,Monday,0,177.58,-149.66
TXN000570,32:25.9,USER0269,MERCHANT0301,127.55,Utilities,P2P,Delhi,Web,BHIM,12,Monday,0,127.55,0
TXN000571,51:53.5,USER0166,MERCHANT0297,184.64,Food,P2M,Bangalore,Android,Paytm,16,Monday,0,104.28,80.36
TXN000572,11:21.1,USER0760,MERCHANT0338,969.17,Shopping,Bill Payment,Mumbai,ios,Google Pay,21,Monday,0,671.85,297.32
TXN000573,30:48.6,USER0453,MERCHANT0251,251.37,Healthcare,P2P,Delhi,ios,PhonePe,1,Tuesday,1,268.36,-16.99
TXN000574,50:16.2,USER0565,MERCHANT0444,145.61,Healthcare,P2M,Pune,ios,Google Pay,5,Tuesday,0,145.61,0
TXN000575,09:43.8,USER0723,MERCHANT0077,415.47,Travel,P2M,Pune,Web,BHIM,10,Tuesday,0,415.47,0
TXN000576,29:11.4,USER0438,MERCHANT0229,19.86,Healthcare,Recharge,Chennai,ios,Paytm,14,Tuesday,0,19.86,0
TXN000577,48:38.9,USER0575,MERCHANT0276,229.43,Food,P2P,Mumbai,Web,Paytm,18,Tuesday,0,162.35,67.08
TXN000578,08:06.5,USER0010,MERCHANT0248,391.84,Shopping,Bill Payment,Delhi,Android,Paytm,23,Tuesday,0,234.22,157.62
TXN000579,27:34.1,USER0115,MERCHANT0177,41.32,Entertainment,P2M,Delhi,Android,BHIM,3,Wednesday,1,390.4,-349.08
TXN000580,47:01.6,USER0078,MERCHANT0171,568.93,Utilities,P2M,Mumbai,Web,PhonePe,7,Wednesday,0,1094.16,-525.23
TXN000581,06:29.2,USER0968,MERCHANT0283,254.3,Travel,Recharge,Chennai,ios,BHIM,12,Wednesday,0,254.3,0
TXN000582,25:56.8,USER0905,MERCHANT0391,119.67,Travel,Bill Payment,Mumbai,Android,Google Pay,16,Wednesday,0,119.67,0
TXN000583,45:24.3,USER0708,MERCHANT0279,341.31,Healthcare,Recharge,Mumbai,Web,PhonePe,20,Wednesday,0,341.31,0
TXN000584,04:51.9,USER0926,MERCHANT0194,1755.82,Shopping,P2M,Bangalore,ios,Paytm,1,Thursday,1,1755.82,0
TXN000585,24:19.5,USER0153,MERCHANT0234,217.43,Healthcare,P2P,Bangalore,Android,Google Pay,5,Thursday,0,217.43,0
TXN000586,43:47.0,USER0559,MERCHANT0478,232.34,Travel,Bill Payment,Chennai,Web,Paytm,9,Thursday,0,119.47,112.87
TXN000587,03:14.6,USER0037,MERCHANT0165,114.51,Utilities,P2P,Bangalore,Web,PhonePe,14,Thursday,0,114.51,0
